Time,Send Rate
280,44
281,45
282,46
283,47
284,48
285,49
286,50
287,50
288,50
289,50
290,50
291,50
292,50
293,50
294,50
295,50
296,50
297,50
298,50
299,50
300,50
301,50
302,50
303,11
304,12
305,13
306,14
307,15
308,16
309,17
310,18
311,19
312,20
313,21
314,22
315,23
316,24
317,25
318,26
319,27
320,28
321,29
322,30
323,31
324,32
325,33
326,34
327,35
328,36
329,37
330,38
331,39
332,40
333,41
334,42
335,43
336,44
337,45
338,46
339,47
340,48
341,49
342,50
343,50
344,50
345,50
346,50
347,50
348,50
349,50
350,50
351,11
352,12
353,13
354,14
355,15
356,16
357,17
358,18
359,19
360,20
361,21
362,22
363,23
364,24
365,25
366,26
367,27
368,28
369,29
370,30
371,31
372,32
373,33
374,34
375,35
376,36
377,37
378,38
379,39
380,40
381,41
382,42
383,43
384,44
385,45
386,46
387,47
388,48
389,49
390,50
391,50
392,50
393,50
394,50
395,50
396,50
397,11
398,12
399,13
400,14
401,15
402,16
403,17
404,18
405,19
406,20
407,21
408,22
409,23
410,24
411,25
412,26
413,27
414,28
415,29
416,30
417,31
418,32
419,33
420,34
421,35
422,36
423,37
424,38
425,39
426,40
427,41
428,42
429,43
430,44
431,45
432,46
433,47
434,48
435,49
436,50
437,50
438,50
439,50
440,50
441,50
442,50
443,11
444,12
445,13
446,14
447,15
448,16
449,17
450,18
451,19
452,20
453,21
454,22
455,23
456,24
457,25
458,26
459,27
460,28
461,29
462,30
463,31
464,32
465,33
466,34
467,35
468,36
469,37
470,38
471,39
472,40
473,41
474,42
475,43
476,44
477,45
478,46
479,47
480,48
481,49
482,50
483,50
484,50
485,50
486,50
487,50
488,50
489,11
490,12
491,13
492,14
493,15
494,16
495,17
496,18
497,19
498,20
499,21
500,22
501,23
502,24
503,25
504,26
505,27
506,28
507,29
508,30
509,31
510,32
511,33
512,34
513,35
514,36
515,37
516,38
517,39
518,40
519,41
520,42
521,43
522,44
523,45
524,46
525,47
526,48
527,49
528,50
529,50
530,50
531,50
532,50
533,50
534,11
535,12
536,13
537,14
538,15
539,16
540,17
541,18
542,19
543,20
544,21
545,22
546,23
547,24
548,25
549,26
550,27
551,28
552,29
553,30
554,31
555,32
556,33
557,34
558,35
559,36
560,37
561,38
562,39
563,40
564,41
565,42
566,43
567,44
568,45
569,46
570,47
571,48
572,49
573,50
574,50
575,50
576,50
577,50
578,50
579,50
580,50
581,50
582,11
583,12
584,13
585,14
586,15
587,16
588,17
589,18
590,19
591,20
592,21
593,22
594,23
595,24
596,25
597,26
598,27
599,28
600,29
601,30
602,31
603,32
604,33
605,34
606,35
607,36
608,37
609,38
610,39
611,40
612,41
613,42
614,11
615,12
616,13
617,14
618,15
619,16
620,17
621,18
622,19
623,20
624,21
625,22
626,23
627,24
628,25
629,26
630,27
631,28
632,29
633,30
634,31
635,32
636,33
637,34
638,35
639,36
640,37
641,38
642,39
643,40
644,11
645,12
646,13
647,14
648,15
649,16
650,17
651,18
652,19
653,20
654,21
655,22
656,23
657,24
658,25
659,26
660,27
661,28
662,29
663,30
664,31
665,32
666,33
667,34
668,35
669,36
670,37
671,38
672,39
673,40
674,41
675,42
676,43
677,44
678,45
679,46
680,47
681,48
682,49
683,50
684,50
685,50
686,50
687,50
688,50
689,50
690,50
691,50
692,50
693,50
694,50
695,50
696,50
697,50
698,50
699,50
700,50
701,11
702,12
703,13
704,14
705,15
706,16
707,17
708,18
709,19
710,20
711,21
712,22
713,23
714,24
715,25
716,26
717,27
718,28
719,29
720,30
721,31
722,32
723,33
724,34
725,35
726,36
727,37
728,38
729,39
730,40
731,41
732,42
733,43
734,44
735,45
736,46
737,47
738,48
739,49
740,50
741,50
742,50
743,50
744,50
745,50
746,50
747,50
748,11
749,12
750,13
751,14
752,15
753,16
754,17
755,18
756,19
757,20
758,21
759,22
760,23
761,24
762,25
763,26
764,27
765,28
766,29
767,30
768,31
769,32
770,33
771,34
772,35
773,36
774,37
775,38
776,39
777,40
778,41
779,42
780,43
781,44
782,45
783,46
784,47
785,48
786,49
787,50
788,50
789,50
790,50
791,50
792,50
793,50
794,11
795,12
796,13
797,14
798,15
799,16
800,17
801,18
802,19
803,20
804,21
805,22
806,23
807,24
808,25
809,26
810,27
811,28
812,29
813,30
814,31
815,32
816,33
817,34
818,35
819,36
820,37
821,38
822,39
823,40
824,41
825,42
826,43
827,44
828,45
829,46
830,47
831,48
832,49
833,50
834,50
835,50
836,50
837,50
838,50
839,50
840,11
841,12
842,13
843,14
844,15
845,16
846,17
847,18
848,19
849,20
850,21
851,22
852,23
853,24
854,25
855,26
856,27
857,28
858,29
859,30
860,31
861,32
862,33
863,34
864,35
865,36
866,37
867,38
868,39
869,40
870,41
871,42
872,43
873,44
874,45
875,46
876,47
877,48
878,49
879,50
880,50
881,50
882,50
883,50
884,50
885,50
886,11
887,12
888,13
889,14
890,15
891,16
892,17
893,18
894,19
895,20
896,21
897,22
898,23
899,24
900,25
901,26
902,27
903,28
904,29
905,30
906,31
907,32
908,33
909,34
910,35
911,36
912,37
913,38
914,39
915,40
916,41
917,42
918,43
919,44
920,45
921,46
922,47
923,48
924,49
925,50
926,50
927,50
928,50
929,50
930,50
931,50
932,50
933,50
934,50
935,50
936,50
937,50
938,50
939,50
940,50
941,50
942,50
943,11
944,12
945,13
946,14
947,15
948,16
949,17
950,18
951,19
952,20
953,21
954,22
955,23
956,24
957,25
958,26
959,27
960,28
961,29
962,30
963,31
964,32
965,33
966,34
967,35
968,36
969,37
970,38
971,39
972,40
973,41
974,42
975,43
976,44
977,45
978,46
979,47
980,48
981,49
982,50
983,50
984,50
985,50
986,50
987,50
988,50
989,50
990,11
991,12
992,13
993,14
994,15
995,16
996,17
997,18
998,19
999,20
1000,21
